loss,mape,val_loss,val_mape
0.714373767375946,251161.828125,0.08017733693122864,92829.53125
0.12057269364595413,114938.359375,0.01250175479799509,261078.203125
0.11567898094654083,131219.046875,0.023941775783896446,586025.0625
0.06593994796276093,181595.984375,0.04341674596071243,134460.5
0.05316782742738724,96516.3671875,0.018180696293711662,480395.8125
0.040995314717292786,77214.2265625,0.03177448734641075,58150.8984375
0.04019131883978844,117314.7734375,0.022007044404745102,520390.8125
0.03595306724309921,63204.70703125,0.020250771194696426,21768.13671875
0.03128452226519585,160058.25,0.03856303542852402,641669.0625
0.032282739877700806,133778.03125,0.05105677619576454,219412.796875
0.030967852100729942,100922.4453125,0.01629202999174595,437710.65625
0.02656642347574234,94105.6640625,0.04678487032651901,231372.984375
0.02974425069987774,42855.76953125,0.031308092176914215,565666.75
0.029332468286156654,139803.484375,0.03817477449774742,176398.828125
0.026192868128418922,106853.8984375,0.04394444078207016,653520.0625
0.026584027335047722,73902.5859375,0.03492626175284386,175239.5625
0.02679712325334549,127789.1875,0.019127370789647102,450449.46875
0.025167640298604965,64743.34765625,0.021166101098060608,62042.23828125
0.025912724435329437,60711.93359375,0.02164498157799244,483279.375
0.02426150068640709,77199.453125,0.043791450560092926,258669.453125
0.025516502559185028,73078.28125,0.017216872423887253,425796.8125
0.02466161921620369,67513.2890625,0.028395986184477806,148545.46875
0.024292098358273506,50271.06640625,0.019484108313918114,445514.0625
0.02324368990957737,73793.328125,0.028233300894498825,175978.15625
0.02275543287396431,70829.7265625,0.03021247126162052,517790.5625
0.024044884368777275,112610.578125,0.02484024688601494,177392.171875
0.02320191264152527,84573.1171875,0.016375867649912834,388776.9375
0.022452427074313164,109185.8984375,0.023267146199941635,163144.890625
0.022315125912427902,90385.40625,0.026310928165912628,483981.65625
0.02229146845638752,115229.8203125,0.03762947767972946,275927.15625
0.021812735125422478,71215.125,0.02305554412305355,436781.375
0.022348197177052498,83600.4296875,0.015044030733406544,94723.40625
0.021090323105454445,85074.546875,0.02455245517194271,462039.25
0.02210572548210621,53529.11328125,0.01926974207162857,160408.15625
0.022008884698152542,61862.58203125,0.017523527145385742,392799.96875
0.02082848735153675,55628.26953125,0.026178861036896706,215152.609375
0.022517990320920944,98736.7109375,0.03013007342815399,496738.5625
0.019905779510736465,85842.1015625,0.01839277893304825,159893.28125
0.021190984174609184,77957.0078125,0.018200648948550224,380192.34375
0.02122127264738083,82244.8515625,0.023035289719700813,218926.0625
0.021162468940019608,74784.796875,0.023358197882771492,430759.28125
0.020078878849744797,83671.1328125,0.025395380333065987,225489.828125
0.020411914214491844,90047.6875,0.02082688920199871,402727.25
0.02017277106642723,114251.1171875,0.02251262217760086,216288.609375
0.020680097863078117,63539.20703125,0.021928997710347176,422670.40625
0.01971816085278988,104915.421875,0.024600693956017494,218269.765625
0.02008610963821411,71959.515625,0.02062373235821724,415577.0625
0.02073356695473194,81687.015625,0.014294913969933987,130439.7734375
0.01951424591243267,95006.6015625,0.017121488228440285,355816.4375
0.01961645297706127,102638.0546875,0.029882734641432762,289126.40625
0.01937592774629593,98207.6953125,0.01715821586549282,369030.46875
0.019508488476276398,63025.49609375,0.025122346356511116,235508.203125
0.01976710371673107,65003.29296875,0.023580266162753105,424975.125
0.01868494600057602,80254.03125,0.024537045508623123,246247.203125
0.019625425338745117,73720.3203125,0.014138271100819111,334307.28125
0.018439529463648796,69108.8125,0.025001171976327896,258383.890625
0.019268840551376343,66190.3671875,0.01623884215950966,352668.59375
0.01933213137090206,74689.09375,0.028208982199430466,272733.40625
0.019351931288838387,92069.1484375,0.02483738586306572,430470.9375
0.018788428977131844,66885.03125,0.017023872584104538,176379.203125
0.018192516639828682,76611.6796875,0.017536776140332222,368952.71875
0.018710676580667496,75236.421875,0.012652784585952759,108288.7109375
0.018315667286515236,58951.56640625,0.01496863178908825,340563.21875
0.01844577118754387,49910.05078125,0.023330409079790115,231842.15625
0.01935022883117199,64028.71484375,0.016753237694501877,343822.15625
0.01801321655511856,67396.8203125,0.022794699296355247,230408.078125
0.018557578325271606,88911.7265625,0.013108179904520512,316058.625
0.018455730751156807,70994.421875,0.01974986307322979,206351.234375
0.018214553594589233,81639.9296875,0.023151608183979988,420612.5625
0.018083715811371803,76210.109375,0.019402500241994858,189269.3125
0.018536513671278954,90497.6796875,0.019809136167168617,393096.625
0.017095282673835754,71540.9921875,0.020796677097678185,219990.109375
