loss,mape,val_loss,val_mape
0.033887188881635666,186073.75,0.007912242785096169,736135.5625
0.007102656178176403,75064.5703125,0.006102944258600473,502511.125
0.006504622753709555,54044.99609375,0.0056760916486382484,465744.15625
0.006148223299533129,47265.7578125,0.0054467967711389065,487737.90625
0.005788811016827822,50333.9296875,0.0052306135185062885,479420.625
0.005508885253220797,41601.68359375,0.00676985876634717,541974.5625
0.005336328409612179,48315.30859375,0.005004660226404667,484281.53125
0.005133523140102625,57625.01171875,0.005554438102990389,491598.0625
0.004971228539943695,49378.96484375,0.004636386875063181,461322.15625
0.004873654339462519,52676.7265625,0.0045157307758927345,441402.75
0.004675837699323893,54313.64453125,0.0046481480821967125,479405.875
0.0046191224828362465,49403.91796875,0.004540323745459318,466491.09375
0.004626990761607885,47594.83984375,0.004470305982977152,472065.84375
0.004495702683925629,49566.796875,0.004296900238841772,446055.9375
0.004442117642611265,47487.015625,0.004385426174849272,464344.21875
0.004269784316420555,50019.9296875,0.004230070393532515,453362.0625
0.0042851571924984455,46432.0234375,0.004214304964989424,453745.5625
0.004219100344926119,43722.55078125,0.004142748657613993,436007.71875
0.004228923004120588,46790.90625,0.0041691213846206665,427034.03125
0.004171648994088173,43689.1640625,0.004319115076214075,454556.0
0.004104138817638159,50202.125,0.00421659043058753,424463.34375
0.0041241273283958435,52598.7265625,0.004056262318044901,431510.9375
0.00411045690998435,39278.85546875,0.004131138324737549,454922.5
0.004085905849933624,44420.90234375,0.004558083135634661,465553.1875
0.0040036956779658794,39955.15625,0.004580153618007898,468970.9375
0.004067087545990944,56215.171875,0.004051870200783014,422804.71875
0.003940999507904053,51386.6015625,0.004100352060049772,447630.84375
0.003935005981475115,38930.89453125,0.004130657762289047,452696.34375
0.0038753002882003784,43753.01953125,0.004101697355508804,445517.3125
0.0038233473896980286,44398.66015625,0.0038712527602910995,410080.5625
0.0038141587283462286,47663.9296875,0.003828093409538269,396226.71875
0.003784452797845006,44697.453125,0.003865534905344248,416057.0625
0.0037481277249753475,36856.76953125,0.003708987031131983,383210.53125
0.0036590928211808205,39074.06640625,0.0036766277626156807,374526.53125
0.0035829374101012945,45286.6953125,0.003865861566737294,396301.78125
0.0035556284710764885,40120.90234375,0.0035624054726213217,375796.28125
0.0034503417555242777,38073.36328125,0.0035920601803809404,327579.78125
0.003460286883637309,31915.17578125,0.0037849212531000376,372400.625
0.0034488090313971043,36424.578125,0.0034442676696926355,321130.5
0.003449131501838565,35315.25390625,0.0034124727826565504,336839.53125
0.0033805801067501307,44480.390625,0.0033622272312641144,334671.5
0.003375975415110588,33626.83203125,0.0033711185678839684,328382.59375
0.003344310447573662,34642.08203125,0.0033280239440500736,323229.375
0.00330528081394732,31037.734375,0.003308235900476575,312897.40625
0.003291606903076172,36524.1796875,0.003298176219686866,311249.375
0.003299070755019784,37990.171875,0.0032822233624756336,320001.3125
0.0033033716026693583,40776.68359375,0.003286325139924884,306794.25
0.003351711668074131,32444.65234375,0.003332077991217375,318897.96875
